1312227719791304710,1
24558984,1
1352080126759079936,1
2461810448,4
1934787661,1
467924781,4
63044516,1
70147644,7
2734253223,1
1253016172712296448,3
1463412473667543045,2
1415284398732292103,1
25062036,3
1540701012,1
1481426069324451842,3
117519383,1
1400971535674916866,1
2316023868,1
1340764648040243201,1
390042363,1
368969354,1
863072107521093632,1
1340743406650351617,1
1448043163592151041,1
853276938,1
899214619893485568,1
2487326263,1
1109532876310302721,6
1006267800564969478,1
706300032631250944,1
1314605352906825730,1
974833572891721729,1
1208011143534374912,2
49321219,1
1323675246944309250,1
1213097778538143746,1
1155220137064226823,1
505996543,1
974377878510022656,22
23534219,1
15764644,2
1230647166516940800,1
1414665079061159937,1
300178269,3
307587540,1
1198680073844527105,1
1073910182382628865,2
1509286998665834499,113
334862183,1
163772799,1
873825984923004928,1
2398261934,1
5920532,103
4218534921,1
48325671,16
781079497,1
1180777442501373954,1
1509227116935659526,1
78567974,7
1079263777718059011,1
957147291390902272,1
1159981660659757056,2
31191333,1
4873748447,1
1254355816125251584,1
1467065309911789570,1
1421932862958456839,2
23281108,1
1427656568129130498,2
27441005,1
2168870082,2
1202724642542080000,3
57376113,3
1106458075182055424,2
701245818389422080,1
310323256,6
1418203165955137536,2
1464824389246013441,3
193145378,2
1510239196581093377,1
1279921999163375616,1
309340048,1
21250462,1
65594769,1
1248249385,1
1112354779580239873,1
1491053271871627264,1
1454217724066942989,1
1424959440692801537,7
2896306619,1
1421835080813666306,14
2829000901,2
1138727978,1
994988215659511808,1
20199202,2
3370512741,2
2329624052,1
1478276543004790784,1
1404576748847566850,1
422053038,1
101781136,1
224749835,1
43997405,1
250884927,1
873162218719899648,1
482866177,1
1492234645949276161,5
1347928939461804035,1
1477295007006707712,1
863467984160993282,1
1372638482166857734,1
1087770589480345605,1
2360106159,2
373307031,1
19103481,1
1242880642037231626,1
1274399858946867208,1
796659960335699968,1
3556193720,1
1233793952005881856,1
1222516456014872578,1
893880020455886849,2
15061172,1
1092843216880181248,1
1472270456984113152,6
1228240920027508736,5
1405685684375932929,2
1416461468556435457,1
1026247313679953926,1
1231189221450403841,1
3535265414,1
1321980095406301184,1
1396783869609709576,1
355989081,2
1458869604411973633,1
889779861300137984,1
3261064808,1
16813044,4
32871086,1
990363218584449031,1
1461754994236043274,1
1382493650668683277,1
402131673,1
1354505877802377216,2
1453402020367450117,2
3371436171,2
1418570736114020363,1
1407688043721461769,1
947468473,1
910312604521975808,2
1428435877563359237,2
2539733563,1
1504356794046423043,1
1004479757566631937,5
981179806468354048,2
872683416,1
11134252,3
1510225830450012164,1
612473,11
837767231761088515,1
488950348,15
992208382240215040,2
852171208619589632,3
992728775136858113,2
1294997179141152768,1
1243689361339793408,1
843950020844048384,1
2386801666,2
739224960,1
1494141254476652551,1
1358634679927255048,1
1460373859090247690,1
807865098,1
953256637338284032,1
968646121512886272,1
1154066066760294400,1
1491857637331415042,8
1437141708215627781,1
6355882,1
1444116436033720320,1
919596510,3
1276263534922530817,1
27708897,1
947245889290231808,1
178728767,1
1473122905877741571,1
26163517,1
1077250605415043072,1
133663801,24
77593269,1
125949876,1
710224530820763648,1
900046852778635264,1
1403678699178835968,1
3131144855,7
1065907485192667136,1
750437909224910849,3
3166948095,2
1365426588347551750,2
1063817726664175616,1
1325152333823610880,2
1363013412,1
851051040,2
19875548,1
870324519788879872,1
901195764239650817,1
36713389,3
1078949226,1
487822984,2
2268517634,1
25029495,7
761677474879025153,1
1298372735383605249,11
1380641343752581120,1
1147498669010227200,1
1111845150119157760,1
85334007,3
1275414672,1
548434410,2
1320372333345910786,1
3347895549,1
3593751196,1
115668501,1
285212069,1
12321952,23
1462461263359791115,1
44067298,1
1285769106734616576,1
375217101,1
1232738605283651591,1
1089437595480686593,2
1239964010893598728,1
26157329,6
1150508340247707648,1
768904890550591488,1
4573727781,1
3260285413,1
41792755,1
1397859770045022208,1
552221755,2
188682248,2
1315053256343719936,48
1334602945,1
146817282,1
1296195228349665280,1
3241214268,1
1338584732888674305,1
1133832168466198528,11
889507588760633344,1
1382844800546787338,1
1116310275961970688,1
701030234,1
1058118597120278528,1
114946677,1
824447262700888066,1
312412918,6
1308433663839928320,2
2342273000,1
1343309078693629954,2
1194458303000174593,1
1179464402791219206,2
581004310,1
711918109,1
1650429115,2
168168878,2
60927960,4
1224793652968353792,1
1266404457060995073,2
1507835672178143233,1
2917808716,1
20517672,1
46279995,1
3682917315,4
1467941704829480964,3
795765265,1
1495959265827332096,1
1349149096909668363,35
1022693675250249729,1
26453594,1
96092282,1
1508098066510974980,1
837006753007042560,1
1430984207048667136,1
18856867,2
102720621,1
780001782,1
1427345233273147394,1
18518438,1
1432359095915405315,1
208155240,1
1181752579,1
2283452494,10
1252526618758860804,1
849274159,4
1412115982823346179,4
3292982985,82
1453098509532545024,1
1085786884566118400,1
1508832575812517892,1
3067264802,1
1500497118204608513,1
199400192,1
1414230749427949573,1
4484115214,2
1062528062477291520,1
952996800641880064,1
1183345479754620934,1
482115693,1
1458889914699984900,2
