1312227719791304710	24558984
1352080126759079936	2461810448
1934787661	467924781
63044516	70147644
2734253223	1253016172712296448
1463412473667543045	1415284398732292103
25062036	1540701012
1481426069324451842	117519383
1400971535674916866	2316023868
1340764648040243201	390042363
368969354	863072107521093632
1340743406650351617	1448043163592151041
853276938	899214619893485568
2487326263	1109532876310302721
1006267800564969478	706300032631250944
1314605352906825730	974833572891721729
1208011143534374912	1208011143534374912
49321219	1323675246944309250
1208011143534374912	1208011143534374912
1213097778538143746	1155220137064226823
505996543	974377878510022656
23534219	15764644
1230647166516940800	1414665079061159937
300178269	307587540
1198680073844527105	1073910182382628865
1509286998665834499	334862183
163772799	873825984923004928
2398261934	5920532
4218534921	48325671
781079497	1180777442501373954
1509227116935659526	78567974
1079263777718059011	957147291390902272
1159981660659757056	1159981660659757056
31191333	4873748447
1254355816125251584	1467065309911789570
1421932862958456839	1421932862958456839
1509286998665834499	23281108
1427656568129130498	27441005
2168870082	1202724642542080000
57376113	1106458075182055424
701245818389422080	310323256
1418203165955137536	1418203165955137536
1464824389246013441	1464824389246013441
193145378	193145378
1510239196581093377	1279921999163375616
309340048	21250462
65594769	1248249385
1112354779580239873	1491053271871627264
1454217724066942989	1424959440692801537
2896306619	1421835080813666306
2829000901	1138727978
994988215659511808	20199202
3370512741	3370512741
2329624052	1478276543004790784
1404576748847566850	422053038
101781136	224749835
43997405	250884927
873162218719899648	482866177
1492234645949276161	1347928939461804035
1477295007006707712	863467984160993282
1372638482166857734	1087770589480345605
2360106159	2360106159
373307031	19103481
1242880642037231626	1274399858946867208
796659960335699968	3556193720
1233793952005881856	1222516456014872578
893880020455886849	893880020455886849
15061172	1092843216880181248
1472270456984113152	1228240920027508736
1405685684375932929	1416461468556435457
1026247313679953926	1231189221450403841
3535265414	1321980095406301184
1396783869609709576	355989081
1458869604411973633	889779861300137984
3261064808	16813044
1509286998665834499	32871086
990363218584449031	1461754994236043274
1382493650668683277	402131673
1354505877802377216	1453402020367450117
3371436171	3371436171
1418570736114020363	1407688043721461769
947468473	1073910182382628865
910312604521975808	910312604521975808
1428435877563359237	2539733563
1504356794046423043	1004479757566631937
981179806468354048	981179806468354048
872683416	11134252
1510225830450012164	612473
837767231761088515	488950348
992208382240215040	852171208619589632
992728775136858113	1294997179141152768
1243689361339793408	843950020844048384
2386801666	739224960
1494141254476652551	1358634679927255048
1460373859090247690	807865098
953256637338284032	968646121512886272
1154066066760294400	1491857637331415042
1437141708215627781	6355882
1444116436033720320	919596510
1276263534922530817	27708897
947245889290231808	178728767
1473122905877741571	26163517
1077250605415043072	133663801
77593269	125949876
710224530820763648	900046852778635264
1403678699178835968	3131144855
1065907485192667136	750437909224910849
3166948095	3166948095
1365426588347551750	1063817726664175616
1325152333823610880	1325152333823610880
1363013412	851051040
19875548	870324519788879872
901195764239650817	36713389
1078949226	487822984
2268517634	25029495
761677474879025153	1298372735383605249
1380641343752581120	1147498669010227200
1111845150119157760	85334007
1275414672	548434410
1320372333345910786	3347895549
1504356794046423043	1004479757566631937
3593751196	115668501
285212069	12321952
1462461263359791115	44067298
1285769106734616576	375217101
1232738605283651591	1089437595480686593
1239964010893598728	26157329
1150508340247707648	768904890550591488
4573727781	3260285413
41792755	1397859770045022208
552221755	552221755
188682248	1315053256343719936
1334602945	146817282
1296195228349665280	3241214268
